review_id,rating,date,iso_date,sentiment,category,user_name,snippet,link
Ci9DQUlRQUNvZENodHljRjlvT210cFFXTnVlRzl4WWkxYVZXbHljV2RGUlU1NE4wRRAB,5,4 days ago,2026-02-14T22:52:31Z,positive,other,loredana ivan,Super licatie si personal!,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT210cFFXTnVlRzl4WWkxYVZXbHljV2RGUlU1NE4wRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25Ca1lUWlplRVoyTkU1NGFscEdTWHAxUm5sV1NXYxAB,5,6 days ago,2026-02-13T15:50:56Z,positive,other,toma sorin marian,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Ca1lUWlplRVoyTkU1NGFscEdTWHAxUm5sV1NXYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT20xdGVtOUxRbVZ5VEZJdFoxTnZlRE5MTTBkWk5FRRAB,1,a week ago,2026-02-07T19:39:24Z,negative,food,Vlad Idk,"Nu recomand cu
nimic am comandat 4 feluri de mâncare și nu au nici unu",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT20xdGVtOUxRbVZ5VEZJdFoxTnZlRE5MTTBkWk5FRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25aTkxVRnBVblUzT0dNNVVGbEtla1pVUmtWSU5sRRAB,1,a week ago,2026-02-07T19:07:29Z,negative,food,Ionel Ionel,"Din 4 feluri de mâncare Nu au nici una cum este posibil asta , Asta nu e , de asta nu mai avem ,
Offfff 🤦‍♂️🤦‍♂️🤦‍♂️",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25aTkxVRnBVblUzT0dNNVVGbEtla1pVUmtWSU5sRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25GM2JWWXlVbEZyUldGTWJIQnpRbTltUTJoU1ozYxAB,5,4 weeks ago,2026-01-19T22:11:13Z,positive,food,sonia baranescu,"Localul este superb, ambianta, mancare,servire excelente
Locul pentru fumat fiind si el frumos amenajat
Intradevar te simti bine-venit!
Tin sa precizez ca am fost in seara de revelion, defapt sarbatorim revelionul LA NUCI de vreo 4 ani.",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25GM2JWWXlVbEZyUldGTWJIQnpRbTltUTJoU1ozYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2tWWVVEbFdZM2RhZVRJMFVYbEdWV3haTkRWSFlXYxAB,5,a month ago,2026-01-16T03:19:48Z,positive,other,petrișor Marian ion,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tWWVVEbFdZM2RhZVRJMFVYbEdWV3haTkRWSFlXYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2paRldIWTNjRUpFVmsxcVpGcFVaVXhoYkRBM1RuYxAB,5,a month ago,2026-01-12T11:13:27Z,positive,other,Alex Vasyle,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2paRldIWTNjRUpFVmsxcVpGcFVaVXhoYkRBM1RuYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25Gd1ZHMWFYMmhXUlY5MU5Xa3laV05NTFU4MVdtYxAB,4,a month ago,2026-01-12T10:12:04Z,negative,food,Alina Facalet,"Bună ziua,
Am vizitat recent restaurantul dumneavoastră și aș dori să ofer un feedback constructiv.
Mâncarea este gustoasă și atmosfera ar putea fi plăcută, însă am întâlnit o problemă destul de serioasă legată de igienă. Localul este plin de câini și pisici, iar pe durata mesei animalele se plimbau printre mese și pe lângă clienți. Pentru noi a fost deranjant, mai ales că aveam copii cu noi.
Mai mult, am găsit un fir de păr în farfurie, ceea ce ne-a făcut să ne oprim din mâncat. Înțeleg și respect dragostea pentru animale, însă cred că ar fi mult mai potrivit ca acestea să fie ținute separat de zona în care se servește mâncarea, astfel încât să fie respectate normele de igienă și toți clienții să se simtă confortabil.
Sper ca acest mesaj să fie util, pentru că restaurantul are potențial, dar partea de igienă trebuie tratată cu mai mare grijă.
Vă mulțumesc!",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Gd1ZHMWFYMmhXUlY5MU5Xa3laV05NTFU4MVdtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2xKV1VtRlJiRlZqY1dwR1dVMHdTRmhtUzA0d1NYYxAB,5,a month ago,2026-01-10T23:28:06Z,positive,other,ioana ghinea,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xKV1VtRlJiRlZqY1dwR1dVMHdTRmhtUzA0d1NYYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2paaE1qSkhiM0Z2WVhCTVJGUmtVRFJIVjFWdGJWRRAB,5,Edited a month ago,2026-01-10T19:53:50Z,positive,food,Alex Alexiadis,"Recomand !Din exterior nu se vede sau nu pare asa frumos cum e in interior.Am avut ocazia sa ne serveasca chiar @FlorentinNeacsu  cu provocarea cu burgerul cu 2 minute,o atmosfera relaxanta,ambianta placuta,mai decor de interior new age retro combinate in un mod placut,intim,curat,mancare foarte buna si preturi foarte ok!! Au si acvarii ceeea ce tine putin copii ocupati!! Recomand!!!",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2paaE1qSkhiM0Z2WVhCTVJGUmtVRFJIVjFWdGJWRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2xSaGJIaDNXa2xXV2tZM1VrSkhVbVpLYzIxblVXYxAB,5,a month ago,2026-01-07T17:41:02Z,positive,food,Anca Manisor (Anca.M),Atmosfera foarte primitoare. Mâncare foarte buna. Au meniurile zilei disponibile până tarziu in seara. Ne-a plăcut foarte mult. E a 3-a ora cand am venit aici.,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xSaGJIaDNXa2xXV2tZM1VrSkhVbVpLYzIxblVXYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21kMGQwZGxUbkJ6VTI5TmRGbHBXbDh3V2xWUVNWRRAB,5,a month ago,2026-01-07T17:28:55Z,positive,other,Claudiu Găman,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21kMGQwZGxUbkJ6VTI5TmRGbHBXbDh3V2xWUVNWRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21ReFpWaHVZVUpxWjNsc2NHYzJNWFp0VTFaNWVGRRAB,5,a month ago,2026-01-06T12:17:08Z,positive,other,Gʀᴀᴛɪᴇʟᴀ Aᴍᴀʟɪᴀ,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21ReFpWaHVZVUpxWjNsc2NHYzJNWFp0VTFaNWVGRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21GS01UWlNOMW93Y0dSclJqZHlSRzFtYkhSMlRsRRAB,1,a month ago,2026-01-03T16:46:23Z,negative,animals,Anca Roxana Stancu,"Dezamăgitor, te duci să mănânci ceva bun cum avea reputația și dai de grădina zoologică, tot restaurantul e plin de pisici, stau sub mesele clienților și în tot restaurantul, cu siguranță și în bucătărie.",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21GS01UWlNOMW93Y0dSclJqZHlSRzFtYkhSMlRsRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2xCdE9XUm5lVGhSU1RNMVVra3lXWFkzTTJKdmQyYxAB,5,a month ago,2026-01-03T16:38:10Z,positive,other,Dragos Homoceanu,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xCdE9XUm5lVGhSU1RNMVVra3lXWFkzTTJKdmQyYxAB!2m1!1s
ChZDSUhNMG9nS0VJQ0FnSUNpdUxDS0F3EAE,5,Edited a month ago,2025-12-25T22:41:10Z,positive,other,Andreea Scarlat,Foarte plăcută experinta aici,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNpdUxDS0F3EAE!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pGQkxXaGpNMnA2TWpscFNHUndiVjl3VVc5U2NuYxAB,4,a month ago,2025-12-23T14:14:55Z,positive,other,Alexandru Ghene-Alexe,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pGQkxXaGpNMnA2TWpscFNHUndiVjl3VVc5U2NuYxAB!2m1!1s
ChZDSUhNMG9nS0VJQ0FnSUQwLVppRkxREAE,1,Edited a month ago,2025-12-22T11:34:05Z,negative,other,Iulia Condrache,"Niciodata nu primim comanda care trebuie,mereu lipsesc produse
Lipsa de profesionalism si nepăsare!",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQwLVppRkxREAE!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21aRU4xZFJORXA1YkV4blVtUldka3MzT1V4UVVtYxAB,5,a month ago,2025-12-22T09:13:52Z,positive,other,Aleksander,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21aRU4xZFJORXA1YkV4blVtUldka3MzT1V4UVVtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pGck1qUkhlbWhKZEdoRExYVm5XR2hvVEhOblRGRRAB,5,2 months ago,2025-12-18T21:07:38Z,positive,other,Florentin Maneci,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pGck1qUkhlbWhKZEdoRExYVm5XR2hvVEhOblRGRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25sR1IwTk9iME50U2xjdGFXaDFTSGhCWTFKcmMwRRAB,5,2 months ago,2025-12-18T21:03:01Z,positive,other,Andreia Butoi,Recomand cu drag!O locatie frumoasa si primitoare,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25sR1IwTk9iME50U2xjdGFXaDFTSGhCWTFKcmMwRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2xSdVpUTktaWGxVU2preFkwMVNWakIzVlZFd1ZtYxAB,5,2 months ago,2025-12-18T20:57:57Z,positive,other,Irina Beatrice Șerban,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xSdVpUTktaWGxVU2preFkwMVNWakIzVlZFd1ZtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2s0eFZUa3dOamh6VVdWNllYRk9ka3d6UVhKRFkxRRAB,5,2 months ago,2025-12-18T20:56:23Z,positive,other,Catalina Nuta,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s0eFZUa3dOamh6VVdWNllYRk9ka3d6UVhKRFkxRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21zM01FTnlXUzF1Tm1KQmFqVmtSbHAzZG1NMVpuYxAB,5,2 months ago,2025-12-18T14:55:38Z,positive,other,derz,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21zM01FTnlXUzF1Tm1KQmFqVmtSbHAzZG1NMVpuYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pWdGNWUjRWRzlDUVVKamVUaGxTVmgwYjJKaFdGRRAB,4,2 months ago,2025-12-18T14:55:23Z,positive,other,Marian Florin,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pWdGNWUjRWRzlDUVVKamVUaGxTVmgwYjJKaFdGRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2xaTVIyNVdTM2RRVldWNU4wVmtPVFo2UjJOTmEwRRAB,5,2 months ago,2025-12-18T14:55:20Z,positive,other,Dolmanian Sarchis,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xaTVIyNVdTM2RRVldWNU4wVmtPVFo2UjJOTmEwRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2tZd1FrSTNaR1J3UkdOdGVUTmliREZTU25RelNtYxAB,5,2 months ago,2025-12-18T14:54:51Z,positive,other,TEODOR MIHAI,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tZd1FrSTNaR1J3UkdOdGVUTmliREZTU25RelNtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT214QmMyOURTbk10VlRoamFtRkVWUzEyTVdZMVpVRRAB,5,2 months ago,2025-12-14T17:42:52Z,positive,food,Alex Tatu,"Un restaurant de nota zece. Mâncare excelentă, ambianță deosebită și servire excepțională.",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT214QmMyOURTbk10VlRoamFtRkVWUzEyTVdZMVpVRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21aalRraGtPRkZYTFRacGVYYzNaM0Z5VVVkek4wRRAB,1,2 months ago,2025-12-14T16:32:23Z,negative,other,Curea Maria,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21aalRraGtPRkZYTFRacGVYYzNaM0Z5VVVkek4wRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pWelp6Uk5PRXd4WmxoaFpXWmFiemR4VHpOWFYwRRAB,5,2 months ago,2025-12-14T15:51:31Z,positive,food,Dorina Fidje,Mancarea a fost exceptionala la gust si servirea foarte prompta! Un restaurant de nota 10! Revin cu drag!,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pWelp6Uk5PRXd4WmxoaFpXWmFiemR4VHpOWFYwRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2tkU1NsQm1lQzF1UzJobVMwUkhUa2syZWtkMFZFRRAB,1,2 months ago,2025-12-14T12:32:48Z,negative,other,CATALIN 47,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tkU1NsQm1lQzF1UzJobVMwUkhUa2syZWtkMFZFRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pWUFdWUkphV2hWWWtONFRVUkpRV1pHYVRZelNrRRAB,5,2 months ago,2025-12-14T11:34:43Z,positive,food,CRISTI M. CRISS RYU BUZAU,"Mâncare buna , servire ok , sa o țineți tot asa !",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pWUFdWUkphV2hWWWtONFRVUkpRV1pHYVRZelNrRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pkSVZsTXpUVVl6ZDNkaE0ySlBTM1JPWW0xeE9GRRAB,5,2 months ago,2025-12-14T11:32:46Z,positive,food,Vegan Queen,"Cel mai bun, cel mai cald, cel mai frumos restaurant!
Mâncare, servire și atmosfera impecabile!",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pkSVZsTXpUVVl6ZDNkaE0ySlBTM1JPWW0xeE9GRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2tkNWQwbGFPRTVwYkU5bVJrbGxVVVpwWmkwMGNXYxAB,5,2 months ago,2025-12-14T11:27:59Z,positive,other,Adrian Vasilache,Absolut totul este la superlativ !!!,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tkNWQwbGFPRTVwYkU5bVJrbGxVVVpwWmkwMGNXYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21GM01HRnZWMlpXYjBzNGVrbFpia05LUVV0MldrRRAB,5,2 months ago,2025-12-14T11:26:51Z,positive,other,Cătălina Ungureanu,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21GM01HRnZWMlpXYjBzNGVrbFpia05LUVV0MldrRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pSWlJWbDRYMkpDWkZKTFpqaEZSMUZqZDJoV1MxRRAB,5,2 months ago,2025-12-14T11:22:36Z,positive,other,Florin Ghita,Un restaurant excelent!,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pSWlJWbDRYMkpDWkZKTFpqaEZSMUZqZDJoV1MxRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2t0SVEyeHBOMHRZY2t0dmNHUlNVSGhsTVRNeVNtYxAB,5,2 months ago,2025-12-14T11:22:24Z,positive,other,Leo Durey,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2t0SVEyeHBOMHRZY2t0dmNHUlNVSGhsTVRNeVNtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2w4M2NYbHFNRVpRTkdGdFNXSkpjVkozUlRkaWVsRRAB,5,2 months ago,2025-12-14T11:21:24Z,positive,other,Iulian Badea,Un restaurant super 🙏,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2w4M2NYbHFNRVpRTkdGdFNXSkpjVkozUlRkaWVsRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT201RlluaExSMlZ2Y1RaT1FYUmtTRWxYWjE5alJtYxAB,5,2 months ago,2025-12-14T11:20:51Z,positive,other,Alina Badea,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT201RlluaExSMlZ2Y1RaT1FYUmtTRWxYWjE5alJtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25ocFNtbE9ORzVyYlVReGVUVkdkbVJZVVV3ek1rRRAB,5,2 months ago,2025-12-14T11:20:51Z,positive,other,Dragos Preda,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ocFNtbE9ORzVyYlVReGVUVkdkbVJZVVV3ek1rRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21oNFJ6bDBZVU5mVWpsT1gxRkxWMjF5WmpKeGNtYxAB,5,2 months ago,2025-12-14T11:19:41Z,positive,other,Ion Enăchescu,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21oNFJ6bDBZVU5mVWpsT1gxRkxWMjF5WmpKeGNtYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2psUVIyOU5XazVSTWpkclYzRXlSRzEzWjB0Sk5YYxAB,5,2 months ago,2025-12-14T11:18:05Z,positive,other,Andrei Motan,Fortză,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2psUVIyOU5XazVSTWpkclYzRXlSRzEzWjB0Sk5YYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21wblZHVm1jRGw1UkRaVGJVNDNNa1ZuWjBwcFpYYxAB,5,2 months ago,2025-12-14T10:58:00Z,positive,food,Andreea Petre,Mancarea buna! Multumim Andreea!,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21wblZHVm1jRGw1UkRaVGJVNDNNa1ZuWjBwcFpYYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21wbWIyOUlORUoyU25CS2NVUnRXVzlpT0VoR1ZuYxAB,5,2 months ago,2025-12-13T21:37:07Z,positive,service,tudor marian,Cel mai bunchelner si cea mai calda atmosfera,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21wbWIyOUlORUoyU25CS2NVUnRXVzlpT0VoR1ZuYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2tWUFkyYzRVM1pYVTFOVlJsRnJSak0yUTBKMFQyYxAB,5,2 months ago,2025-12-13T21:26:58Z,positive,food,Cristina Mihaela,"Mâncare bună, mulțumim Andreea!😘",https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tWUFkyYzRVM1pYVTFOVlJsRnJSak0yUTBKMFQyYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT21GMGVEVjBjWFZIWDBoUGRrZHZPV1ZTWWxkelMyYxAB,5,2 months ago,2025-12-13T21:25:45Z,positive,other,Alexandra Florescu,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21GMGVEVjBjWFZIWDBoUGRrZHZPV1ZTWWxkelMyYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2pKNFpFdHBhMUJPT1U5Q2QwbzRTbUl4UjB0MVNXYxAB,5,2 months ago,2025-12-13T21:23:26Z,positive,other,Bogdan Mihai,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pKNFpFdHBhMUJPT1U5Q2QwbzRTbUl4UjB0MVNXYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT25OR1lqQkVURVZ3ZGpGWlMyY3hkVlp6TkZsQlpVRRAB,5,2 months ago,2025-12-13T21:21:07Z,positive,other,Florina Ghita,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25OR1lqQkVURVZ3ZGpGWlMyY3hkVlp6TkZsQlpVRRAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2psQmVYcEtPRkJMVVhsMlNrZHphVGcyVGtoTGVuYxAB,5,2 months ago,2025-12-13T21:18:02Z,positive,other,Ciprian Burac,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2psQmVYcEtPRkJMVVhsMlNrZHphVGcyVGtoTGVuYxAB!2m1!1s
Ci9DQUlRQUNvZENodHljRjlvT2w5cmJFVkpUMDVtYlVNMWJsaEpNWGhHWlU5ZlFrRRAB,5,2 months ago,2025-12-13T21:15:10Z,positive,other,Bogdan Spanu,,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2w5cmJFVkpUMDVtYlVNMWJsaEpNWGhHWlU5ZlFrRRAB!2m1!1s
